Case_ID,Date,Agent_ID,Department,Resolution_Type,AHT_Min,Resolved,AI_Conversion,Attendance_Rate,Revenue
299,2025-01-28,A1018,Premiere Pro,In Progress,25.48,0,0,90.87080387493447,21.32
300,2025-01-09,A1009,Photoshop,Shared Self-Help Article,24.57,0,1,96.86196359758232,26.0
301,2025-01-04,A1028,Premiere Pro,In Progress,17.28,0,0,98.57993917579114,49.09
302,2025-01-27,A1024,Premiere Pro,Shared Self-Help Article,18.62,1,0,99.74829751682374,11.34
303,2025-01-27,A1012,Illustrator,Remote Support,25.16,1,0,93.86595942477196,13.84
304,2025-01-08,A1000,Acrobat,Shared Self-Help Article,24.47,0,0,99.6613744946218,28.03
305,2025-01-22,A1016,Premiere Pro,Remote Support,21.32,1,1,92.85177097981345,20.73
306,2025-01-06,A1011,Illustrator,Remote Support,22.01,0,0,97.79700940304835,33.38
307,2025-01-15,A1017,InDesign,In Progress,27.81,0,0,90.54663095970093,14.63
308,2025-01-13,A1015,Premiere Pro,Shared Self-Help Article,18.46,0,1,98.92418989469235,17.78
309,2025-01-09,A1025,Photoshop,In Progress,24.16,0,1,98.44757051890245,38.07
310,2025-01-06,A1002,Illustrator,Shared Self-Help Article,20.41,1,1,97.88882808739056,31.63
311,2025-01-05,A1011,Photoshop,In Progress,20.33,1,0,96.74613503284402,11.64
312,2025-01-25,A1022,Premiere Pro,Remote Support,26.91,0,1,94.47975413420602,19.4
313,2025-01-30,A1007,Premiere Pro,Shared Self-Help Article,25.55,0,1,97.20718825857865,13.43
314,2025-01-10,A1027,Acrobat,Shared Self-Help Article,25.49,1,1,91.19595006488507,21.05
315,2025-01-22,A1026,InDesign,Shared Self-Help Article,27.95,1,1,90.58134989960591,45.64
316,2025-01-16,A1012,Acrobat,In Progress,21.53,0,1,99.84992451207096,23.11
317,2025-01-02,A1018,Illustrator,In Progress,24.83,0,1,94.76822160725419,10.85
318,2025-01-02,A1018,InDesign,Shared Self-Help Article,19.87,0,1,94.57082503047161,18.12
319,2025-01-11,A1013,Illustrator,Remote Support,23.04,0,0,91.60176748412968,36.37
320,2025-01-03,A1028,Premiere Pro,In Progress,20.77,1,0,92.60794220382968,41.86
321,2025-01-10,A1006,Premiere Pro,Remote Support,21.9,1,1,96.41023272011572,19.99
322,2025-01-30,A1014,InDesign,In Progress,24.4,0,1,91.75507599513182,18.76
323,2025-01-02,A1013,Premiere Pro,Remote Support,17.33,1,0,92.62361863583382,31.73
324,2025-01-23,A1002,InDesign,Shared Self-Help Article,31.88,0,1,94.76493874862565,39.81
325,2025-01-02,A1023,Acrobat,In Progress,16.39,0,1,97.3905081717884,33.39
326,2025-01-12,A1004,Illustrator,Remote Support,15.35,0,1,90.16838510746142,21.77
327,2025-01-13,A1007,Illustrator,Shared Self-Help Article,27.21,0,1,97.02583873692359,10.84
328,2025-01-11,A1012,Premiere Pro,In Progress,25.38,1,1,98.25214104262501,28.89
329,2025-01-28,A1009,Illustrator,In Progress,24.54,0,1,90.53346486483765,21.14
330,2025-01-05,A1018,Illustrator,Shared Self-Help Article,24.56,0,1,92.60580067282143,16.65
331,2025-01-03,A1020,Premiere Pro,Remote Support,21.36,1,0,95.87330359201,13.32
332,2025-01-21,A1016,Photoshop,Shared Self-Help Article,16.93,1,1,95.30327854929362,31.92
333,2025-01-01,A1006,Illustrator,Remote Support,21.8,1,0,92.02524627826948,22.77
334,2025-01-23,A1023,Photoshop,Shared Self-Help Article,18.03,0,0,96.21002100104528,49.45
335,2025-01-02,A1007,Illustrator,In Progress,26.3,0,1,96.02934188843366,38.37
336,2025-01-24,A1020,Photoshop,Shared Self-Help Article,20.68,0,1,92.40288446709533,35.72
337,2025-01-22,A1016,Photoshop,In Progress,17.29,1,1,92.96247461417258,31.64
338,2025-01-14,A1021,Illustrator,Shared Self-Help Article,19.81,1,0,93.30284251134597,35.26
339,2025-01-11,A1000,Illustrator,Remote Support,23.48,0,0,94.0927648448832,41.08
340,2025-01-18,A1010,InDesign,Shared Self-Help Article,18.6,1,1,93.75646586880487,25.95
341,2025-01-07,A1025,Acrobat,Remote Support,17.31,0,1,96.45702130239738,26.96
342,2025-01-21,A1022,Illustrator,Shared Self-Help Article,22.64,1,0,99.60985878682209,19.89
343,2025-01-18,A1010,Illustrator,In Progress,22.64,0,1,95.04675609446214,30.07
344,2025-01-16,A1002,InDesign,Shared Self-Help Article,18.89,0,1,91.72927999502606,39.22
345,2025-01-21,A1006,Acrobat,Shared Self-Help Article,19.06,1,1,95.5040837337857,18.62
346,2025-01-23,A1028,InDesign,In Progress,22.58,1,0,92.97992429577822,16.27
347,2025-01-26,A1005,Illustrator,Shared Self-Help Article,14.18,1,0,98.0258058481889,31.22
348,2025-01-27,A1001,Premiere Pro,Remote Support,14.38,1,1,96.1572045181517,25.94
349,2025-01-06,A1010,InDesign,Shared Self-Help Article,17.83,1,0,98.96424379455583,35.93
350,2025-01-31,A1014,Premiere Pro,In Progress,20.35,1,1,92.26180451265421,33.28
351,2025-01-17,A1010,Illustrator,In Progress,22.97,0,0,91.9203375210464,27.42
352,2025-01-16,A1015,InDesign,Remote Support,28.8,1,1,98.0000858344803,18.86
353,2025-01-27,A1004,Illustrator,Remote Support,25.71,1,1,97.11133290996621,44.96
354,2025-01-12,A1017,InDesign,In Progress,20.62,0,0,95.12772099557418,44.67
355,2025-01-29,A1010,Illustrator,Shared Self-Help Article,21.32,0,0,99.32133499588178,46.28
356,2025-01-31,A1003,Acrobat,Remote Support,16.41,0,0,97.44392153552569,33.14
357,2025-01-29,A1023,Premiere Pro,Shared Self-Help Article,21.33,1,0,94.29122553494368,43.09
358,2025-01-14,A1027,Photoshop,Shared Self-Help Article,19.98,1,0,94.0728865013974,34.52
359,2025-01-19,A1026,Premiere Pro,Shared Self-Help Article,23.03,1,1,99.81701730586668,33.63
360,2025-01-02,A1005,Premiere Pro,In Progress,17.28,0,0,98.32907138982928,21.99
361,2025-01-23,A1011,Photoshop,In Progress,24.02,0,1,91.01569655550934,30.25
362,2025-01-25,A1015,Premiere Pro,Shared Self-Help Article,29.08,1,1,92.51430086809796,20.51
363,2025-01-20,A1011,Photoshop,Shared Self-Help Article,20.88,1,1,95.64634702361028,15.17
364,2025-01-05,A1014,Illustrator,In Progress,23.43,1,0,93.42267695758738,31.86
365,2025-01-10,A1019,Illustrator,In Progress,24.87,0,1,98.45147692140105,39.13
366,2025-01-12,A1018,Illustrator,In Progress,19.41,0,1,95.95630873817498,10.76
367,2025-01-01,A1026,Acrobat,Shared Self-Help Article,22.54,1,1,96.80324759970831,39.58
368,2025-01-15,A1027,Premiere Pro,Remote Support,21.48,1,0,91.13255953098202,34.91
369,2025-01-15,A1008,Premiere Pro,Shared Self-Help Article,21.91,1,0,91.3203874811955,32.55
370,2025-01-03,A1024,Premiere Pro,Remote Support,17.55,1,1,97.01387678205836,47.7
371,2025-01-02,A1003,Illustrator,Shared Self-Help Article,21.54,0,1,91.48136768546684,38.14
372,2025-01-10,A1023,Photoshop,Shared Self-Help Article,23.91,1,0,92.44574506969825,15.43
373,2025-01-07,A1015,Premiere Pro,In Progress,28.68,0,1,90.43500354724699,42.8
374,2025-01-29,A1010,Photoshop,Remote Support,26.22,0,1,94.92367912041723,43.83
375,2025-01-11,A1022,Photoshop,Remote Support,32.19,1,0,90.17142261538054,32.9
376,2025-01-12,A1020,Photoshop,Remote Support,17.58,0,0,97.32096277660855,14.75
377,2025-01-26,A1025,Photoshop,Shared Self-Help Article,25.78,0,1,90.0528133953996,10.09
378,2025-01-24,A1001,Illustrator,In Progress,22.34,0,0,93.84388363919146,26.9
379,2025-01-28,A1013,InDesign,In Progress,32.37,1,0,94.90680031540116,22.8
380,2025-01-14,A1020,Photoshop,Shared Self-Help Article,17.38,0,1,96.19666119644891,25.0
381,2025-01-15,A1022,Acrobat,In Progress,17.22,0,0,96.60004781506113,21.84
382,2025-01-27,A1017,InDesign,Remote Support,18.42,0,1,98.18355147021778,12.16
383,2025-01-15,A1007,Photoshop,Remote Support,10.8,1,1,90.29415094316715,23.07
384,2025-01-05,A1012,InDesign,Shared Self-Help Article,18.79,1,0,96.22861260285572,37.65
385,2025-01-20,A1008,Photoshop,In Progress,17.62,0,1,94.82334528776113,20.17
386,2025-01-30,A1025,Acrobat,Shared Self-Help Article,22.17,0,0,92.4632397048566,17.51
387,2025-01-30,A1024,InDesign,Remote Support,23.13,1,0,95.49782096067176,16.14
388,2025-01-28,A1003,Premiere Pro,In Progress,30.8,0,1,91.2887201300999,17.37
389,2025-01-16,A1023,Premiere Pro,Remote Support,26.17,0,0,94.04779275753187,18.85
390,2025-01-21,A1000,InDesign,Shared Self-Help Article,18.54,0,1,96.9067129373408,31.02
391,2025-01-05,A1018,Premiere Pro,In Progress,16.93,1,0,94.66608157522789,37.2
392,2025-01-23,A1019,Premiere Pro,Remote Support,23.88,1,1,93.99748871000278,42.72
393,2025-01-12,A1011,Premiere Pro,Shared Self-Help Article,14.82,0,1,98.60614487748863,40.84
394,2025-01-19,A1009,Photoshop,Shared Self-Help Article,30.58,1,1,94.30632374825005,13.46
395,2025-01-30,A1001,Illustrator,Remote Support,27.32,0,0,94.65669414314607,22.92
396,2025-01-25,A1004,Premiere Pro,In Progress,19.07,0,1,96.89970133021048,31.0
397,2025-01-23,A1003,Acrobat,Remote Support,12.85,0,1,99.51054415140605,37.52
398,2025-01-04,A1028,Photoshop,Remote Support,28.19,0,0,92.4705092088585,19.14
399,2025-01-04,A1004,Illustrator,In Progress,20.85,1,1,91.0880963779159,48.48
400,2025-01-04,A1028,Premiere Pro,Remote Support,27.61,1,1,93.69520869722155,15.44
401,2025-01-29,A1009,Premiere Pro,Shared Self-Help Article,13.45,1,1,99.72407088116606,33.15
402,2025-01-05,A1000,Photoshop,Shared Self-Help Article,18.42,1,0,95.00846176909677,21.47
403,2025-01-18,A1028,Acrobat,Shared Self-Help Article,21.45,0,0,95.78937116501531,46.2
404,2025-01-11,A1010,Photoshop,Shared Self-Help Article,21.65,0,0,91.17235483497221,19.97
405,2025-01-04,A1007,Acrobat,Shared Self-Help Article,19.17,1,1,99.32681436547128,24.78
406,2025-01-30,A1012,Illustrator,In Progress,24.53,0,0,98.00126228216362,10.42
407,2025-01-06,A1021,Premiere Pro,In Progress,16.08,1,0,94.45111298805955,30.17
408,2025-01-30,A1026,Premiere Pro,Remote Support,20.71,1,1,94.11189228195434,33.92
409,2025-01-23,A1004,Acrobat,In Progress,22.02,0,1,91.71183497772891,34.75
410,2025-01-21,A1003,Illustrator,Shared Self-Help Article,23.99,0,0,93.02018657640616,24.96
411,2025-01-29,A1010,Illustrator,Shared Self-Help Article,24.98,0,1,92.51732138204366,46.57
412,2025-01-17,A1010,Photoshop,Remote Support,15.8,0,1,95.99030482481538,19.01
413,2025-01-15,A1008,Premiere Pro,Remote Support,13.75,0,1,97.69676693280398,17.76
414,2025-01-26,A1006,Acrobat,Shared Self-Help Article,27.81,0,1,94.35651068244428,12.87
415,2025-01-04,A1021,Premiere Pro,Shared Self-Help Article,23.08,0,0,94.6539638699571,39.54
416,2025-01-05,A1002,Premiere Pro,In Progress,17.68,1,1,94.18540518917344,26.55
417,2025-01-02,A1025,Illustrator,Remote Support,29.18,0,1,90.44293900041885,29.18
418,2025-01-31,A1006,Acrobat,In Progress,22.0,0,0,99.11853182356826,24.95
419,2025-01-23,A1024,Photoshop,In Progress,27.32,0,1,98.3795376879883,26.5
420,2025-01-26,A1002,Photoshop,In Progress,21.76,1,1,90.24869932148891,14.21
421,2025-01-19,A1014,Illustrator,Shared Self-Help Article,31.72,0,1,93.74257442869472,28.38
422,2025-01-10,A1025,Acrobat,Shared Self-Help Article,30.2,1,0,96.85133782163912,46.65
423,2025-01-27,A1029,Premiere Pro,Shared Self-Help Article,20.18,1,1,98.35919230765053,32.48
424,2025-01-12,A1021,Illustrator,Remote Support,26.28,0,1,99.22939741401262,17.94
425,2025-01-11,A1003,Illustrator,In Progress,24.65,0,1,98.04012255534118,27.76
426,2025-01-26,A1012,Illustrator,Shared Self-Help Article,28.26,0,0,97.01832943494556,16.78
427,2025-01-23,A1015,Premiere Pro,Shared Self-Help Article,16.6,1,1,91.52869371784028,39.09
428,2025-01-06,A1003,Premiere Pro,Shared Self-Help Article,24.85,0,0,97.52917385482064,40.23
429,2025-01-13,A1019,Acrobat,Shared Self-Help Article,26.71,1,1,98.12234379842101,36.4
430,2025-01-16,A1008,Photoshop,Remote Support,12.63,1,0,92.46403089844114,32.56
431,2025-01-28,A1023,InDesign,Shared Self-Help Article,15.5,0,0,94.30907489470056,37.6
432,2025-01-05,A1019,InDesign,Shared Self-Help Article,11.22,1,1,96.52164675902885,26.18
433,2025-01-17,A1024,Illustrator,Remote Support,20.07,1,1,93.24723919398232,36.98
434,2025-01-13,A1012,Illustrator,Shared Self-Help Article,25.01,1,1,94.48507489370948,19.17
435,2025-01-25,A1008,Premiere Pro,Shared Self-Help Article,28.93,0,0,96.28304292849825,11.87
436,2025-01-03,A1027,Acrobat,In Progress,21.79,0,1,95.5281548137949,16.26
437,2025-01-22,A1004,Photoshop,In Progress,29.56,1,1,93.28104765065741,41.5
438,2025-01-27,A1026,Illustrator,Shared Self-Help Article,14.52,1,1,99.95017676193987,20.42
439,2025-01-10,A1025,Illustrator,In Progress,12.9,0,1,99.33011814204447,14.18
440,2025-01-17,A1008,InDesign,Remote Support,21.14,0,1,97.5343030841404,48.34
441,2025-01-28,A1008,Photoshop,Remote Support,23.34,0,1,90.68190467868247,17.09
442,2025-01-10,A1017,Acrobat,Shared Self-Help Article,21.26,0,1,91.00827846657039,47.39
443,2025-01-04,A1009,Illustrator,Shared Self-Help Article,11.08,0,0,90.72214322927357,49.64
444,2025-01-22,A1012,Acrobat,Shared Self-Help Article,20.97,0,0,96.72158267616256,47.25
445,2025-01-05,A1027,InDesign,Remote Support,14.9,1,1,96.09345755012933,45.48
446,2025-01-18,A1000,Acrobat,Shared Self-Help Article,24.77,1,0,93.72838742031756,36.49
447,2025-01-17,A1010,Photoshop,In Progress,23.25,1,0,96.5308018011948,49.68
448,2025-01-26,A1012,InDesign,Shared Self-Help Article,16.72,1,1,96.54481815404051,49.5
449,2025-01-05,A1019,Acrobat,In Progress,18.85,1,0,91.8291947413546,43.36
450,2025-01-06,A1003,InDesign,In Progress,16.12,1,1,97.37571783097361,17.76
451,2025-01-30,A1018,Acrobat,Remote Support,21.11,0,1,96.55821552663812,43.72
452,2025-01-12,A1024,Illustrator,Remote Support,26.2,0,1,95.18711950211902,37.16
453,2025-01-16,A1007,Acrobat,Shared Self-Help Article,16.49,0,1,93.82984004370674,30.3
454,2025-01-24,A1014,Illustrator,In Progress,23.94,1,1,91.66354007798688,40.36
455,2025-01-05,A1018,Illustrator,In Progress,18.77,0,0,93.51951657240008,22.71
456,2025-01-30,A1020,Illustrator,In Progress,17.46,0,0,95.18027326699806,19.52
457,2025-01-12,A1010,Photoshop,In Progress,20.88,0,1,94.38362283988603,26.04
458,2025-01-20,A1012,Acrobat,Shared Self-Help Article,16.24,0,1,90.81068179449338,18.28
459,2025-01-26,A1007,Acrobat,In Progress,18.65,1,1,95.29046975222106,17.44
460,2025-01-06,A1000,Premiere Pro,Shared Self-Help Article,15.43,0,1,91.49996942025206,40.31
461,2025-01-01,A1011,Illustrator,Shared Self-Help Article,31.24,0,1,93.01233206693338,31.63
462,2025-01-06,A1028,Illustrator,Shared Self-Help Article,21.6,1,1,97.13175889686204,14.85
463,2025-01-23,A1022,Illustrator,In Progress,17.92,0,1,94.70738648922838,46.88
464,2025-01-07,A1008,Premiere Pro,In Progress,22.49,0,0,94.10415859054338,23.99
465,2025-01-16,A1012,Acrobat,In Progress,20.86,1,1,91.5006755896744,31.56
466,2025-01-15,A1008,InDesign,In Progress,20.32,1,0,98.53331332708633,42.03
467,2025-01-12,A1022,Illustrator,Remote Support,24.49,1,1,98.14883158999612,20.53
468,2025-01-19,A1015,Photoshop,Shared Self-Help Article,25.21,0,0,98.37255160093517,20.09
469,2025-01-17,A1029,Illustrator,Shared Self-Help Article,18.77,0,0,97.95055710176807,10.53
470,2025-01-12,A1018,Illustrator,Remote Support,18.54,0,0,97.08212751547615,19.45
471,2025-01-07,A1020,Illustrator,Remote Support,20.04,0,1,99.27519242759334,46.88
472,2025-01-27,A1011,Illustrator,In Progress,9.91,1,0,98.56469535100774,33.79
473,2025-01-14,A1017,InDesign,Remote Support,13.84,0,0,96.40939712368375,45.07
474,2025-01-19,A1003,Illustrator,In Progress,28.25,0,1,92.45065185045428,36.27
475,2025-01-31,A1024,Acrobat,Remote Support,29.64,1,1,91.72807659743194,39.61
476,2025-01-12,A1002,Illustrator,Shared Self-Help Article,20.17,0,0,92.08354470961136,48.34
477,2025-01-26,A1020,InDesign,Remote Support,24.3,1,1,97.80725817201755,13.06
478,2025-01-12,A1011,InDesign,Shared Self-Help Article,22.98,0,0,96.44881061762123,14.31
479,2025-01-06,A1023,Acrobat,Remote Support,36.81,1,0,92.1919641002603,14.4
480,2025-01-11,A1015,InDesign,Remote Support,27.02,1,1,94.28295437739045,34.57
481,2025-01-17,A1007,Illustrator,Shared Self-Help Article,20.78,0,1,95.15014118947076,47.32
482,2025-01-09,A1022,Illustrator,In Progress,16.64,0,1,92.32651854353716,25.35
483,2025-01-11,A1022,Illustrator,In Progress,13.39,1,0,97.3621068963812,28.85
484,2025-01-06,A1022,Premiere Pro,In Progress,22.44,0,1,97.11374727489903,16.14
485,2025-01-26,A1025,Illustrator,Shared Self-Help Article,17.64,1,1,90.32307135186615,19.74
486,2025-01-23,A1002,Illustrator,In Progress,14.31,1,0,93.00863038200033,35.36
487,2025-01-30,A1007,Premiere Pro,Remote Support,18.19,1,0,97.37485219980954,19.21
488,2025-01-15,A1014,InDesign,Shared Self-Help Article,16.01,1,1,93.91347600068818,20.92
489,2025-01-21,A1015,Photoshop,Remote Support,29.86,0,1,97.11174448644284,48.46
490,2025-01-01,A1024,InDesign,Shared Self-Help Article,25.83,1,0,97.42782129994197,47.11
491,2025-01-18,A1020,InDesign,Remote Support,21.38,1,1,92.26468431902867,44.1
492,2025-01-21,A1028,Photoshop,Shared Self-Help Article,28.82,0,1,94.82465456088707,44.71
493,2025-01-22,A1013,InDesign,Remote Support,21.81,1,0,91.46699438363353,18.71
494,2025-01-06,A1016,Illustrator,In Progress,17.11,0,0,99.82953130106573,12.26
495,2025-01-07,A1026,Premiere Pro,Shared Self-Help Article,29.04,1,1,99.58497282472516,22.93
496,2025-01-19,A1002,Premiere Pro,Remote Support,24.11,1,0,97.74087473143541,28.37
497,2025-01-12,A1026,Premiere Pro,In Progress,16.23,1,0,91.40245513039453,12.81
498,2025-01-08,A1002,Photoshop,Remote Support,20.47,1,0,97.44301998372306,26.08
499,2025-01-09,A1025,Acrobat,In Progress,17.04,0,1,90.98880231284663,14.28
500,2025-01-08,A1008,Acrobat,In Progress,14.51,1,0,97.72982644908359,46.95
501,2025-01-21,A1019,InDesign,In Progress,26.05,1,0,93.11324832508213,36.66
502,2025-01-17,A1002,Illustrator,In Progress,30.97,1,1,97.97268101524602,18.64
503,2025-01-19,A1007,Illustrator,In Progress,14.43,0,1,98.55568956803226,44.12
504,2025-01-26,A1010,Illustrator,In Progress,24.23,1,1,98.3031939943477,11.74
505,2025-01-05,A1018,InDesign,In Progress,18.17,1,0,98.50892636207656,36.34
506,2025-01-13,A1022,Photoshop,Remote Support,18.98,1,0,96.3183688648247,33.08
507,2025-01-20,A1006,Acrobat,Remote Support,18.46,1,0,91.75451737011677,48.55
508,2025-01-13,A1003,Photoshop,In Progress,17.1,1,1,97.13724961311843,16.61
509,2025-01-04,A1001,Photoshop,Remote Support,21.66,0,0,95.46554336240304,18.96
510,2025-01-27,A1027,Illustrator,Shared Self-Help Article,17.27,1,0,99.08623169180552,24.68
511,2025-01-22,A1014,Photoshop,In Progress,22.77,1,0,92.10400051249619,31.39
512,2025-01-04,A1007,InDesign,Shared Self-Help Article,21.17,0,0,91.63393233848028,39.79
513,2025-01-14,A1015,Acrobat,Remote Support,20.23,1,1,99.90622516891696,13.6
514,2025-01-28,A1025,Premiere Pro,Shared Self-Help Article,16.88,0,1,90.39412235825426,48.32
515,2025-01-25,A1016,InDesign,Remote Support,18.54,0,1,93.99131487119816,23.46
516,2025-01-20,A1011,InDesign,Shared Self-Help Article,25.2,0,1,93.01296713861022,26.63
517,2025-01-08,A1016,Acrobat,In Progress,23.92,0,1,92.32360919607349,19.38
518,2025-01-09,A1006,Acrobat,Remote Support,16.53,0,1,95.61563056893627,19.89
519,2025-01-18,A1008,Photoshop,Shared Self-Help Article,21.92,1,1,93.61603613462663,43.51
520,2025-01-14,A1005,Photoshop,Remote Support,25.18,1,0,97.60586664324967,11.82
521,2025-01-01,A1012,Acrobat,In Progress,13.07,0,1,93.25402368608222,13.61
522,2025-01-11,A1023,Acrobat,In Progress,24.14,1,0,97.37549722603298,26.24
523,2025-01-15,A1021,Photoshop,Shared Self-Help Article,18.11,1,0,98.33339562920685,20.09
524,2025-01-29,A1000,InDesign,Remote Support,24.27,0,1,91.56945542077648,24.92
525,2025-01-10,A1005,InDesign,Remote Support,17.6,1,0,91.8449318894523,21.33
526,2025-01-13,A1004,Premiere Pro,In Progress,12.4,0,0,98.33632570706325,37.02
527,2025-01-18,A1008,Illustrator,Remote Support,13.28,1,1,91.74527466222433,41.24
528,2025-01-31,A1029,InDesign,Shared Self-Help Article,21.66,1,1,90.15141953149963,48.75
529,2025-01-29,A1013,Acrobat,In Progress,22.72,0,0,95.90874025338745,40.39
530,2025-01-17,A1018,InDesign,Shared Self-Help Article,16.9,1,0,95.6206346080978,17.81
531,2025-01-21,A1001,Premiere Pro,Shared Self-Help Article,24.61,1,1,94.34228012621756,32.26
532,2025-01-27,A1026,Premiere Pro,Shared Self-Help Article,13.11,0,0,96.80126352021637,26.08
533,2025-01-05,A1021,InDesign,Shared Self-Help Article,21.09,1,1,98.40263484284336,42.8
534,2025-01-28,A1024,Acrobat,Remote Support,15.36,0,0,95.73176371210488,40.67
535,2025-01-17,A1027,Acrobat,Shared Self-Help Article,18.16,0,1,92.54818963673792,26.69
536,2025-01-06,A1027,Illustrator,Shared Self-Help Article,21.66,1,0,97.54696277724804,34.26
537,2025-01-17,A1019,Acrobat,Remote Support,17.12,1,0,95.1343345646683,12.13
538,2025-01-21,A1002,Photoshop,In Progress,19.5,1,1,96.56484173291963,25.98
539,2025-01-24,A1003,Photoshop,Remote Support,26.45,1,1,94.89525976805477,43.99
540,2025-01-26,A1001,InDesign,In Progress,18.54,1,1,92.97332022314646,36.61
541,2025-01-19,A1026,Premiere Pro,Remote Support,25.6,1,1,94.93115926790091,31.54
542,2025-01-30,A1018,Premiere Pro,Shared Self-Help Article,15.77,0,1,97.5385052675718,16.0
543,2025-01-24,A1019,Photoshop,In Progress,24.07,0,1,91.67801880225441,23.04
544,2025-01-27,A1016,Photoshop,Shared Self-Help Article,28.63,0,0,93.52069425626894,38.1
545,2025-01-13,A1023,Photoshop,In Progress,9.06,1,1,90.90250685283554,26.66
